WORKING MODEL TRIAL 7-1-1-4 circular foot(6 feet),,,,,,,,
7/13/21 18:51,,,,,,,,
Velocity of Center of Mass of Circle 1,,,,Total Force on Circle 1          ,,,,
t,Vx,Vy,|V|,,t,Fx,Fy,|F|
1.047,16.305011,6.01395,17.378751,-,1.047,-0.000378,-19.84256,19.84256
1.048,16.214338,5.950209,17.271645,-,1.048,-0.000374,-19.842552,19.842552
1.049,16.123826,5.887055,17.16494,-,1.049,-0.00037,-19.842545,19.842545
1.05,16.033476,5.824482,17.058633,-,1.05,-0.000367,-19.842537,19.842537
1.051,15.94329,5.762486,16.952721,-,1.051,-0.000363,-19.84253,19.84253
1.052,15.853268,5.701061,16.847202,-,1.052,-0.000359,-19.842523,19.842523
1.053,15.763413,5.640202,16.742075,-,1.053,-0.000356,-19.842516,19.842516
1.054,15.673725,5.579903,16.637337,-,1.054,-0.000352,-19.842508,19.842508
1.055,15.584205,5.520159,16.532985,-,1.055,-0.000348,-19.842501,19.842501
1.056,15.494854,5.460966,16.429019,-,1.056,-0.000345,-19.842495,19.842495
1.057,15.405674,5.402317,16.325434,-,1.057,-0.000341,-19.842488,19.842488
1.058,15.316664,5.344208,16.222231,-,1.058,-0.000338,-19.842481,19.842481
1.059,15.227827,5.286634,16.119405,-,1.059,-0.000334,-19.842474,19.842474
1.06,15.139162,5.22959,16.016955,-,1.06,-0.000331,-19.842468,19.842468
1.061,15.050672,5.173071,15.914879,-,1.061,-0.000327,-19.842461,19.842461
1.062,14.962356,5.117072,15.813175,-,1.062,-0.000324,-19.842455,19.842455
1.063,14.874215,5.061588,15.711841,-,1.063,-0.00032,-19.842448,19.842448
1.064,14.78625,5.006614,15.610874,-,1.064,-0.000317,-19.842442,19.842442
1.065,14.698462,4.952145,15.510272,-,1.065,-0.000313,-19.842436,19.842436
1.066,14.610851,4.898177,15.410033,-,1.066,-0.00031,-19.84243,19.84243
1.067,14.523419,4.844705,15.310155,-,1.067,-0.000306,-19.842424,19.842424
1.068,14.436164,4.791724,15.210636,-,1.068,-0.000303,-19.842418,19.842418
1.069,14.349089,4.73923,15.111474,-,1.069,-0.0003,-19.842412,19.842412
1.07,14.262193,4.687217,15.012666,-,1.07,-0.000296,-19.842406,19.842406
1.071,14.175477,4.635682,14.914211,-,1.071,-0.000293,-19.8424,19.8424
1.072,14.088942,4.584619,14.816106,-,1.072,-0.00029,-19.842394,19.842394
1.073,14.002587,4.534025,14.71835,-,1.073,-0.000287,-19.842389,19.842389
1.074,13.916413,4.483894,14.620939,-,1.074,-0.000283,-19.842383,19.842383
1.075,13.830421,4.434223,14.523873,-,1.075,-0.00028,-19.842378,19.842378
1.076,13.744611,4.385006,14.427148,-,1.076,-0.000277,-19.842372,19.842372
1.077,13.658983,4.33624,14.330764,-,1.077,-0.000274,-19.842367,19.842367
1.078,13.573537,4.287919,14.234717,-,1.078,-0.000271,-19.842361,19.842361
1.079,13.488273,4.240041,14.139005,-,1.079,-0.000267,-19.842356,19.842356
1.08,13.403193,4.1926,14.043627,-,1.08,-0.000264,-19.842351,19.842351
1.081,13.318295,4.145592,13.948581,-,1.081,-0.000261,-19.842346,19.842346
1.082,13.23358,4.099014,13.853864,-,1.082,-0.000258,-19.842341,19.842341
1.083,13.149048,4.05286,13.759474,-,1.083,-0.000255,-19.842336,19.842336
1.084,13.064699,4.007127,13.66541,-,1.084,-0.000252,-19.842331,19.842331
1.085,12.980533,3.96181,13.571668,-,1.085,-0.000249,-19.842326,19.842326
1.086,12.896551,3.916906,13.478248,-,1.086,-0.000246,-19.842321,19.842321
1.087,12.812751,3.87241,13.385147,-,1.087,-0.000243,-19.842316,19.842316
1.088,12.729135,3.828319,13.292363,-,1.088,-0.00024,-19.842312,19.842312
1.089,12.645702,3.784628,13.199894,-,1.089,-0.000237,-19.842307,19.842307
1.09,12.562452,3.741334,13.107737,-,1.09,-0.000234,-19.842302,19.842302
1.091,12.479384,3.698432,13.015892,-,1.091,-0.000231,-19.842298,19.842298
1.092,12.3965,3.655919,12.924355,-,1.092,-0.000228,-19.842293,19.842293
1.093,12.313798,3.613791,12.833125,-,1.093,-0.000226,-19.842289,19.842289
1.094,12.231278,3.572044,12.7422,-,1.094,-0.000223,-19.842284,19.842284
1.095,12.14894,3.530674,12.651577,-,1.095,-0.00022,-19.84228,19.84228
1.096,12.066785,3.489677,12.561256,-,1.096,-0.000217,-19.842276,19.842276
1.097,11.984811,3.449051,12.471233,-,1.097,-0.000214,-19.842272,19.842272
1.098,11.903018,3.40879,12.381506,-,1.098,-0.000212,-19.842267,19.842267
1.099,11.821407,3.368891,12.292074,-,1.099,-0.000209,-19.842263,19.842263
1.1,11.739977,3.329351,12.202935,-,1.1,-0.000206,-19.842259,19.842259
1.101,11.658727,3.290166,12.114087,-,1.101,-0.000203,-19.842255,19.842255
1.102,11.577657,3.251333,12.025527,-,1.102,-0.000201,-19.842251,19.842251
1.103,11.496767,3.212847,11.937254,-,1.103,-0.000198,-19.842247,19.842247
1.104,11.416056,3.174706,11.849266,-,1.104,-0.000195,-19.842243,19.842243
1.105,11.335525,3.136906,11.76156,-,1.105,-0.000193,-19.84224,19.84224
1.106,11.255172,3.099443,11.674135,-,1.106,-0.00019,-19.842236,19.842236
1.107,11.174997,3.062314,11.586989,-,1.107,-0.000188,-19.842232,19.842232
1.108,11.094999,3.025515,11.50012,-,1.108,-0.000185,-19.842228,19.842228
1.109,11.015179,2.989044,11.413525,-,1.109,-0.000183,-19.842225,19.842225
1.11,10.935536,2.952896,11.327204,-,1.11,-0.00018,-19.842221,19.842221
1.111,10.856068,2.917069,11.241153,-,1.111,-0.000178,-19.842218,19.842218
1.112,10.776777,2.881559,11.155371,-,1.112,-0.000175,-19.842214,19.842214
1.113,10.69766,2.846363,11.069856,-,1.113,-0.000173,-19.842211,19.842211
1.114,10.618718,2.811477,10.984606,-,1.114,-0.00017,-19.842207,19.842207
1.115,10.53995,2.776898,10.89962,-,1.115,-0.000168,-19.842204,19.842204
1.116,10.461355,2.742624,10.814894,-,1.116,-0.000166,-19.842201,19.842201
1.117,10.382933,2.70865,10.730428,-,1.117,-0.000163,-19.842197,19.842197
1.118,10.304683,2.674975,10.646219,-,1.118,-0.000161,-19.842194,19.842194
1.119,10.226604,2.641594,10.562265,-,1.119,-0.000158,-19.842191,19.842191
1.12,10.148696,2.608504,10.478565,-,1.12,-0.000156,-19.842188,19.842188
1.121,10.070959,2.575703,10.395117,-,1.121,-0.000154,-19.842184,19.842184
1.122,9.99339,2.543187,10.311918,-,1.122,-0.000152,-19.842181,19.842181
1.123,9.915991,2.510954,10.228967,-,1.123,-0.000149,-19.842178,19.842178
1.124,9.838759,2.479,10.146261,-,1.124,-0.000147,-19.842175,19.842175
1.125,9.761695,2.447322,10.0638,-,1.125,-0.000145,-19.842172,19.842172
1.126,9.684797,2.415918,9.981581,-,1.126,-0.000143,-19.842169,19.842169
1.127,9.608066,2.384784,9.899602,-,1.127,-0.000141,-19.842166,19.842166
1.128,9.531499,2.353918,9.817861,-,1.128,-0.000138,-19.842164,19.842164
1.129,9.455096,2.323316,9.736357,-,1.129,-0.000136,-19.842161,19.842161
1.13,9.378857,2.292976,9.655087,-,1.13,-0.000134,-19.842158,19.842158
1.131,9.302781,2.262895,9.57405,-,1.131,-0.000132,-19.842155,19.842155
1.132,9.226867,2.23307,9.493243,-,1.132,-0.00013,-19.842152,19.842152
1.133,9.151113,2.203499,9.412666,-,1.133,-0.000128,-19.84215,19.84215
1.134,9.07552,2.174177,9.332315,-,1.134,-0.000126,-19.842147,19.842147
1.135,9.000086,2.145104,9.25219,-,1.135,-0.000124,-19.842144,19.842144
1.136,8.924811,2.116276,9.172288,-,1.136,-0.000122,-19.842142,19.842142
1.137,8.849693,2.08769,9.092608,-,1.137,-0.00012,-19.842139,19.842139
1.138,8.774733,2.059343,9.013148,-,1.138,-0.000118,-19.842137,19.842137
1.139,8.699928,2.031234,8.933905,-,1.139,-0.000116,-19.842134,19.842134
1.14,8.625278,2.003359,8.854878,-,1.14,-0.000114,-19.842132,19.842132
1.141,8.550782,1.975715,8.776066,-,1.141,-0.000112,-19.842129,19.842129
1.142,8.47644,1.948301,8.697465,-,1.142,-0.00011,-19.842127,19.842127
1.143,8.402249,1.921112,8.619076,-,1.143,-0.000108,-19.842125,19.842125
1.144,8.32821,1.894148,8.540895,-,1.144,-0.000107,-19.842122,19.842122
1.145,8.254322,1.867405,8.462921,-,1.145,-0.000105,-19.84212,19.84212
1.146,8.180582,1.840881,8.385152,-,1.146,-0.000103,-19.842118,19.842118
1.147,8.106992,1.814573,8.307586,-,1.147,-0.000101,-19.842115,19.842115
1.148,8.033548,1.788479,8.230222,-,1.148,-0.000099,-19.842113,19.842113
1.149,7.960252,1.762596,8.153058,-,1.149,-0.000098,-19.842111,19.842111
1.15,7.887101,1.736922,8.076091,-,1.15,-0.000096,-19.842109,19.842109
1.151,7.814094,1.711454,7.999321,-,1.151,-0.000094,-19.842107,19.842107
1.152,7.741231,1.68619,7.922745,-,1.152,-0.000092,-19.842105,19.842105
1.153,7.66851,1.661128,7.846362,-,1.153,-0.000091,-19.842103,19.842103
1.154,7.595931,1.636265,7.77017,-,1.154,-0.000089,-19.842101,19.842101
1.155,7.523493,1.611598,7.694166,-,1.155,-0.000087,-19.842099,19.842099
1.156,7.451194,1.587127,7.61835,-,1.156,-0.000086,-19.842097,19.842097
1.157,7.379033,1.562847,7.54272,-,1.157,-0.000084,-19.842095,19.842095
1.158,7.30701,1.538757,7.467273,-,1.158,-0.000083,-19.842093,19.842093
1.159,7.235123,1.514854,7.392008,-,1.159,-0.000081,-19.842091,19.842091
1.16,7.163371,1.491137,7.316924,-,1.16,-0.000079,-19.842089,19.842089
1.161,7.091754,1.467603,7.242018,-,1.161,-0.000078,-19.842087,19.842087
1.162,7.020269,1.444249,7.167289,-,1.162,-0.000076,-19.842085,19.842085
1.163,6.948917,1.421074,7.092735,-,1.163,-0.000075,-19.842083,19.842083
1.164,6.877695,1.398075,7.018355,-,1.164,-0.000073,-19.842082,19.842082
1.165,6.806604,1.37525,6.944146,-,1.165,-0.000072,-19.84208,19.84208
1.166,6.735641,1.352596,6.870108,-,1.166,-0.00007,-19.842078,19.842078
1.167,6.664806,1.330113,6.796237,-,1.167,-0.000069,-19.842076,19.842076
1.168,6.594098,1.307797,6.722533,-,1.168,-0.000068,-19.842075,19.842075
1.169,6.523515,1.285646,6.648995,-,1.169,-0.000066,-19.842073,19.842073
1.17,6.453056,1.263659,6.575619,-,1.17,-0.000065,-19.842071,19.842071
1.171,6.38272,1.241833,6.502405,-,1.171,-0.000063,-19.84207,19.84207
1.172,6.312507,1.220165,6.42935,-,1.172,-0.000062,-19.842068,19.842068
1.173,6.242414,1.198655,6.356454,-,1.173,-0.000061,-19.842067,19.842067
1.174,6.172441,1.1773,6.283714,-,1.174,-0.000059,-19.842065,19.842065
1.175,6.102587,1.156097,6.21113,-,1.175,-0.000058,-19.842064,19.842064
1.176,6.032851,1.135045,6.138698,-,1.176,-0.000057,-19.842062,19.842062
1.177,5.96323,1.114142,6.066418,-,1.177,-0.000055,-19.842061,19.842061
1.178,5.893725,1.093386,5.994288,-,1.178,-0.000054,-19.842059,19.842059
1.179,5.824334,1.072774,5.922306,-,1.179,-0.000053,-19.842058,19.842058
1.18,5.755056,1.052305,5.850471,-,1.18,-0.000052,-19.842056,19.842056
1.181,5.685889,1.031977,5.778781,-,1.181,-0.00005,-19.842055,19.842055
1.182,5.616833,1.011788,5.707234,-,1.182,-0.000049,-19.842054,19.842054
1.183,5.547886,0.991735,5.63583,-,1.183,-0.000048,-19.842052,19.842052
1.184,5.479047,0.971818,5.564565,-,1.184,-0.000047,-19.842051,19.842051
1.185,5.410315,0.952033,5.49344,-,1.185,-0.000046,-19.84205,19.84205
1.186,5.341689,0.93238,5.422451,-,1.186,-0.000045,-19.842048,19.842048
1.187,5.273168,0.912856,5.351598,-,1.187,-0.000044,-19.842047,19.842047
1.188,5.20475,0.893459,5.280879,-,1.188,-0.000042,-19.842046,19.842046
1.189,5.136434,0.874187,5.210293,-,1.189,-0.000041,-19.842045,19.842045
1.19,5.068218,0.855039,5.139838,-,1.19,-0.00004,-19.842043,19.842043
1.191,5.000103,0.836013,5.069512,-,1.191,-0.000039,-19.842042,19.842042
1.192,4.932086,0.817107,4.999313,-,1.192,-0.000038,-19.842041,19.842041
1.193,4.864166,0.798318,4.929242,-,1.193,-0.000037,-19.84204,19.84204
1.194,4.796343,0.779646,4.859295,-,1.194,-0.000036,-19.842039,19.842039
1.195,4.728614,0.761088,4.789472,-,1.195,-0.000035,-19.842038,19.842038
1.196,4.660979,0.742643,4.719771,-,1.196,-0.000034,-19.842036,19.842036
1.197,4.593436,0.724309,4.650191,-,1.197,-0.000033,-19.842035,19.842035
1.198,4.525984,0.706083,4.58073,-,1.198,-0.000032,-19.842034,19.842034
1.199,4.458622,0.687965,4.511386,-,1.199,-0.000031,-19.842033,19.842033
1.2,4.391349,0.669952,4.442159,-,1.2,-0.00003,-19.842032,19.842032
1.201,4.324163,0.652043,4.373048,-,1.201,-0.000029,-19.842031,19.842031
1.202,4.257063,0.634236,4.30405,-,1.202,-0.000028,-19.84203,19.84203
1.203,4.190049,0.61653,4.235164,-,1.203,-0.000028,-19.842029,19.842029
1.204,4.123117,0.598922,4.16639,-,1.204,-0.000027,-19.842028,19.842028
1.205,4.056269,0.58141,4.097725,-,1.205,-0.000026,-19.842027,19.842027
1.206,3.989501,0.563994,4.02917,-,1.206,-0.000025,-19.842027,19.842027
1.207,3.922813,0.546671,3.960721,-,1.207,-0.000024,-19.842026,19.842026
1.208,3.856204,0.52944,3.89238,-,1.208,-0.000023,-19.842025,19.842025
1.209,3.789673,0.512299,3.824143,-,1.209,-0.000023,-19.842024,19.842024
1.21,3.723217,0.495247,3.75601,-,1.21,-0.000022,-19.842023,19.842023
1.211,3.656836,0.478281,3.687981,-,1.211,-0.000021,-19.842022,19.842022
1.212,3.590529,0.4614,3.620053,-,1.212,-0.00002,-19.842021,19.842021
1.213,3.524294,0.444603,3.552227,-,1.213,-0.00002,-19.842021,19.842021
1.214,3.45813,0.427887,3.484501,-,1.214,-0.000019,-19.84202,19.84202
1.215,3.392035,0.411251,3.416875,-,1.215,-0.000018,-19.842019,19.842019
1.216,3.32601,0.394695,3.349347,-,1.216,-0.000017,-19.842018,19.842018
1.217,3.260051,0.378215,3.281917,-,1.217,-0.000017,-19.842018,19.842018
1.218,3.194158,0.36181,3.214584,-,1.218,-0.000016,-19.842017,19.842017
1.219,3.12833,0.345479,3.147349,-,1.219,-0.000015,-19.842016,19.842016
1.22,3.062565,0.32922,3.080209,-,1.22,-0.000015,-19.842016,19.842016
1.221,2.996862,0.313032,3.013166,-,1.221,-0.000014,-19.842015,19.842015
1.222,2.93122,0.296912,2.946219,-,1.222,-0.000014,-19.842014,19.842014
1.223,2.865637,0.28086,2.879368,-,1.223,-0.000013,-19.842014,19.842014
1.224,2.800113,0.264874,2.812613,-,1.224,-0.000012,-19.842013,19.842013
1.225,2.734645,0.248952,2.745953,-,1.225,-0.000012,-19.842012,19.842012
1.226,2.669233,0.233092,2.679391,-,1.226,-0.000011,-19.842012,19.842012
1.227,2.603875,0.217294,2.612926,-,1.227,-0.000011,-19.842011,19.842011
1.228,2.53857,0.201555,2.546559,-,1.228,-0.00001,-19.842011,19.842011
1.229,2.473317,0.185875,2.480291,-,1.229,-0.00001,-19.84201,19.84201
1.23,2.408114,0.17025,2.414125,-,1.23,-0.000009,-19.84201,19.84201
1.231,2.34296,0.154681,2.348061,-,1.231,-0.000009,-19.842009,19.842009
1.232,2.277854,0.139165,2.282101,-,1.232,-0.000008,-19.842009,19.842009
1.233,2.212794,0.123701,2.216249,-,1.233,-0.000008,-19.842008,19.842008
1.234,2.14778,0.108288,2.150508,-,1.234,-0.000007,-19.842008,19.842008
1.235,2.082809,0.092923,2.084881,-,1.235,-0.000007,-19.842007,19.842007
1.236,2.017881,0.077606,2.019373,-,1.236,-0.000006,-19.842007,19.842007
1.237,1.952994,0.062335,1.953989,-,1.237,-0.000006,-19.842006,19.842006
1.238,1.888147,0.047108,1.888735,-,1.238,-0.000006,-19.842006,19.842006
1.239,1.823339,0.031924,1.823619,-,1.239,-0.000005,-19.842005,19.842005
1.24,1.758568,0.016781,1.758648,-,1.24,-0.000005,-19.842005,19.842005
1.241,1.693833,0.001679,1.693834,-,1.241,-0.000005,-19.842005,19.842005
1.242,1.629132,-0.013386,1.629187,-,1.242,-0.000004,-19.842004,19.842004
1.243,1.564465,-0.028413,1.564723,-,1.243,-0.000004,-19.842004,19.842004
1.244,1.49983,-0.043405,1.500458,-,1.244,-0.000004,-19.842004,19.842004
1.245,1.435226,-0.058362,1.436412,-,1.245,-0.000003,-19.842003,19.842003
1.246,1.370651,-0.073288,1.372609,-,1.246,-0.000003,-19.842003,19.842003
1.247,1.306104,-0.088182,1.309078,-,1.247,-0.000003,-19.842003,19.842003
1.248,1.241584,-0.103046,1.245853,-,1.248,-0.000002,-19.842003,19.842003
1.249,1.177089,-0.117883,1.182977,-,1.249,-0.000002,-19.842002,19.842002
1.25,1.112619,-0.132692,1.120503,-,1.25,-0.000002,-19.842002,19.842002
1.251,1.048171,-0.147477,1.058495,-,1.251,-0.000002,-19.842002,19.842002
1.252,0.983745,-0.162237,0.997033,-,1.252,-0.000002,-19.842002,19.842002
1.253,0.919339,-0.176976,0.936218,-,1.253,-0.000001,-19.842001,19.842001
1.254,0.854951,-0.191693,0.876178,-,1.254,-0.000001,-19.842001,19.842001
1.255,0.790582,-0.206391,0.817078,-,1.255,-9.89E-07,-19.842001,19.842001
1.256,0.726228,-0.221071,0.759131,-,1.256,-8.35E-07,-19.842001,19.842001
1.257,0.66189,-0.235734,0.702615,-,1.257,-6.94E-07,-19.842001,19.842001
1.258,0.597564,-0.250382,0.6479,-,1.258,-5.65E-07,-19.842001,19.842001
1.259,0.533252,-0.265017,0.595476,-,1.259,-4.50E-07,-19.842,19.842
1.26,0.46895,-0.279639,0.545996,-,1.26,-3.48E-07,-19.842,19.842
1.261,0.404657,-0.294251,0.500331,-,1.261,-2.59E-07,-19.842,19.842
1.262,0.340373,-0.308853,0.459613,-,1.262,-1.83E-07,-19.842,19.842
1.263,0.276096,-0.323447,0.425261,-,1.263,-1.21E-07,-19.842,19.842
1.264,0.211824,-0.338034,0.398919,-,1.264,-7.10E-08,-19.842,19.842
1.265,0.147557,-0.352617,0.382246,-,1.265,-3.45E-08,-19.842,19.842
1.266,0.083293,-0.367196,0.376524,-,1.266,-1.10E-08,-19.842,19.842
1.267,0.01903,-0.381772,0.382246,-,1.267,-5.73E-10,-19.842,19.842
1.268,-0.045232,-0.396348,0.398921,-,1.268,-3.24E-09,-19.842,19.842
1.269,-0.109496,-0.410925,0.425263,-,1.269,-1.90E-08,-19.842,19.842
1.27,-0.173762,-0.425503,0.459615,-,1.27,-4.78E-08,-19.842,19.842
1.271,-0.238031,-0.440085,0.500334,-,1.271,-8.97E-08,-19.842,19.842
1.272,-0.302306,-0.454672,0.546,-,1.272,-1.45E-07,-19.842,19.842
1.273,-0.366586,-0.469266,0.59548,-,1.273,-2.13E-07,-19.842,19.842
1.274,-0.430875,-0.483867,0.647905,-,1.274,-2.94E-07,-19.842,19.842
1.275,-0.495172,-0.498478,0.70262,-,1.275,-3.88E-07,-19.842,19.842
1.276,-0.55948,-0.513099,0.759136,-,1.276,-4.96E-07,-19.842001,19.842001
1.277,-0.623799,-0.527732,0.817084,-,1.277,-6.16E-07,-19.842001,19.842001
1.278,-0.688131,-0.542379,0.876185,-,1.278,-7.50E-07,-19.842001,19.842001
1.279,-0.752478,-0.557041,0.936225,-,1.279,-8.96E-07,-19.842001,19.842001
1.28,-0.81684,-0.571719,0.99704,-,1.28,-0.000001,-19.842001,19.842001
1.281,-0.881219,-0.586415,1.058503,-,1.281,-0.000001,-19.842001,19.842001
1.282,-0.945616,-0.601131,1.120512,-,1.282,-0.000001,-19.842001,19.842001
1.283,-1.010033,-0.615867,1.182987,-,1.283,-0.000002,-19.842002,19.842002
1.284,-1.07447,-0.630625,1.245863,-,1.284,-0.000002,-19.842002,19.842002
1.285,-1.13893,-0.645408,1.309088,-,1.285,-0.000002,-19.842002,19.842002
1.286,-1.203413,-0.660215,1.372621,-,1.286,-0.000002,-19.842002,19.842002
1.287,-1.267921,-0.675049,1.436425,-,1.287,-0.000003,-19.842003,19.842003
1.288,-1.332456,-0.689911,1.500472,-,1.288,-0.000003,-19.842003,19.842003
1.289,-1.397018,-0.704802,1.564738,-,1.289,-0.000003,-19.842003,19.842003
1.29,-1.461608,-0.719724,1.629203,-,1.29,-0.000003,-19.842004,19.842004
1.291,-1.526229,-0.734679,1.69385,-,1.291,-0.000004,-19.842004,19.842004
1.292,-1.590881,-0.749668,1.758665,-,1.292,-0.000004,-19.842004,19.842004
1.293,-1.655566,-0.764692,1.823637,-,1.293,-0.000004,-19.842004,19.842004
1.294,-1.720285,-0.779752,1.888755,-,1.294,-0.000005,-19.842005,19.842005
1.295,-1.785039,-0.794851,1.95401,-,1.295,-0.000005,-19.842005,19.842005
1.296,-1.84983,-0.80999,2.019395,-,1.296,-0.000005,-19.842006,19.842006
1.297,-1.914659,-0.82517,2.084904,-,1.297,-0.000006,-19.842006,19.842006
1.298,-1.979528,-0.840393,2.150533,-,1.298,-0.000006,-19.842006,19.842006
1.299,-2.044437,-0.85566,2.216275,-,1.299,-0.000007,-19.842007,19.842007
1.3,-2.109387,-0.870973,2.282128,-,1.3,-0.000007,-19.842007,19.842007
1.301,-2.174382,-0.886333,2.348089,-,1.301,-0.000007,-19.842008,19.842008
1.302,-2.23942,-0.901742,2.414155,-,1.302,-0.000008,-19.842008,19.842008
1.303,-2.304505,-0.917202,2.480323,-,1.303,-0.000008,-19.842009,19.842009
1.304,-2.369637,-0.932712,2.546592,-,1.304,-0.000009,-19.842009,19.842009
1.305,-2.434817,-0.948277,2.61296,-,1.305,-0.000009,-19.84201,19.84201
1.306,-2.500047,-0.963896,2.679427,-,1.306,-0.00001,-19.84201,19.84201
1.307,-2.565328,-0.979571,2.745991,-,1.307,-0.00001,-19.842011,19.842011
1.308,-2.630662,-0.995304,2.812652,-,1.308,-0.000011,-19.842011,19.842011
1.309,-2.696049,-1.011097,2.879409,-,1.309,-0.000011,-19.842012,19.842012
1.31,-2.761491,-1.026951,2.946262,-,1.31,-0.000012,-19.842013,19.842013
1.311,-2.826989,-1.042867,3.013211,-,1.311,-0.000013,-19.842013,19.842013
1.312,-2.892545,-1.058847,3.080256,-,1.312,-0.000013,-19.842014,19.842014
1.313,-2.95816,-1.074893,3.147397,-,1.313,-0.000014,-19.842014,19.842014
1.314,-3.023835,-1.091006,3.214635,-,1.314,-0.000014,-19.842015,19.842015
1.315,-3.089572,-1.107188,3.281969,-,1.315,-0.000015,-19.842016,19.842016
1.316,-3.155371,-1.123441,3.349401,-,1.316,-0.000016,-19.842016,19.842016
1.317,-3.221235,-1.139765,3.416931,-,1.317,-0.000016,-19.842017,19.842017
1.318,-3.287163,-1.156163,3.48456,-,1.318,-0.000017,-19.842018,19.842018
1.319,-3.353159,-1.172636,3.552288,-,1.319,-0.000018,-19.842019,19.842019
1.32,-3.419222,-1.189185,3.620116,-,1.32,-0.000018,-19.842019,19.842019
1.321,-3.485354,-1.205813,3.688046,-,1.321,-0.000019,-19.84202,19.84202
1.322,-3.551557,-1.222522,3.756077,-,1.322,-0.00002,-19.842021,19.842021
1.323,-3.617832,-1.239311,3.824212,-,1.323,-0.000021,-19.842022,19.842022
1.324,-3.684179,-1.256184,3.892451,-,1.324,-0.000021,-19.842023,19.842023
1.325,-3.750601,-1.273142,3.960795,-,1.325,-0.000022,-19.842023,19.842023
1.326,-3.817099,-1.290187,4.029246,-,1.326,-0.000023,-19.842024,19.842024
1.327,-3.883673,-1.307319,4.097804,-,1.327,-0.000024,-19.842025,19.842025
1.328,-3.950325,-1.324542,4.166471,-,1.328,-0.000025,-19.842026,19.842026
1.329,-4.017057,-1.341856,4.235248,-,1.329,-0.000025,-19.842027,19.842027
